file_name,text
whats-new-in-online-for-business.txt,"
No
"
activate-cbo.txt,"Activate your Commercial Banking Online accountIf you’re new to Commercial Banking Online you will need to activate your access.  Please select your role below and  follow the steps to get started.As part of activation, you'll be asked to create a password.I am a userIf you're a new user, you'll need to activate your account. Once you've done this, your administrator will need to complete the activation. Then you'll be ready to use Commercial Banking Online.Make sure you have your activation code ready. We emailed this to you when we set up your account. You'll also need your username, which your administrator created for you, and your security card, card reader and PIN.Follow these steps if you are a userFollow these steps if you are a user expandable sectionStep 1Go to theCommercial Banking Onlinelogin screen and enter your username. In the password field, enter your activation code. SelectContinue.Step 2Create and confirm your password. by selectingCreate Password:Be 8-32 characters long.Include at least 2 uppercase letters (A-Z), 3 lowercase letters and 1 digit (0-9).Not include spaces or these special characters ( # < = > [ / ] ^ ` { | } ~ ).Not include your name or any of your login details.Tips for creating a strong password.Don't use a password you use for anything else.Don't repeat characters consecutively.Don't use common words or names that can be easily guessed.Don't include details that can be gathered from social media or networking sites.Step 3Create and confirm your telephony PIN. Your PIN must:be 6 digits long.not include the same digit more than twice.not contain a number sequence of 3 or more digits, going up or down. For example, you can't include '123', '963' or '048’.SelectCreate telephony PIN. Your administrator now has to complete the activation before you can log in. They will be in touch with you.Your activation code is valid for 30 days. If it's expired, contact your administrator who can reset it for you. You'll receive your new activation code by email.I am an administratorIf you're a new administrator, you'll need to activate your account before you can use Commercial Banking Online. Follow the steps below.Make sure you have your client ID and your activation code ready. We sent these to you in separate emails when we set up your administrator account.Follow theses steps if you are an administratorFollow theses steps if you are an administrator expandable sectionStep 1Go to theCommercial Banking Online welcome screenand enter the email address you registered with us.Next enter your 8-digit client ID and your 8-character activation code. You'll have received these by email. Click Next.Step 2Enter a username, which you'll use to log in to Commercial Banking Online. You won't be able to change this in future.Create and confirm your password. Your password must:Be 8-32 characters long.Include at least 2 uppercase letters (A-Z), 3 lowercase letters and 1 digit (0-9).Not include character spaces or these special characters ( # < = > [ / ] ^ ` { | } ~ ).Not include your name or any of your login details.Tips for creating a strong password.Don't use a password you use for anything else.Don't repeat characters consecutively.Don't use common words or names that can be easily guessed.Don't include details that can be gathered from social media or networking sites.ClickCreate username and password.Step 3Enter and confirm your telephony PIN. Your PIN must:be 6 digits long.not include the same digit more than twicenot contain a number sequence of 3 or more digits, going up or down. For example, you can't include '123', '963' or '048’.ClickCreate telephony PIN.Step 4To finish activating your account, call the helpdesk to confirm you have completed these steps yourself. You'll see the helpdesk number on screen. Once we've spoken to you, we'll activate your account.Next time you log in, you'll need your security card, card reader and PIN.Your activation code is valid for 30 days.  If it has expired, call the helpdesk on0808 202 1390 who can reset it for you.  You’ll receive your new activation code by email.Still need help?Still need help? expandable sectionCall us on0808 202 1390Lines are open 8am to 6pm Monday to Friday.Please have your Telephony PIN with you when you call so we can identity you.Was this helpful?YesNo
No
"
getting-started-with-the-business-mobile-app.txt,"Getting started with the Business Mobile Banking appFind out how to get your mobile device registered for our business mobile app in 3 simple steps.When you download and open the app you'll need to register your device. This creates a secure link between your device and your Internet Banking profile.You’ll only need to do this once for each device, and it takes just a few moments. After that you can safely and securely log on using your fingerprint or Face ID on compatible Apple and Android devices or three characters from your memorable information.Play button, click to open video playerPopup windowCloseRegister for Internet BankingYou need to be registered for Internet Banking to register your device for Mobile Banking.If you don’t already use Internet Banking, you canregister online.3 simple steps to register your device1. Log onOpen the app. After the welcome screens, log on using your Online for Business username and password. If you have a personal account with Lloyds Bank these will be the same log on details.If you have recently changed your mobile phone you will need to re-register your device.2. Memorable InformationThen enter three characters from your memorable information.If you don’t have memorable information set up, you can identify yourself using your card and reader. You’ll then need to set up memorable information within the app.3. Complete device registrationFollow the onscreen instructions and use your card and reader to complete device registration.Once complete, you’ll be asked how quickly you want to be logged off from the app when your device remains inactive – this is for security purposes.That’s it! You’re now ready to access your business accounts on the move. Registering your device with your card and reader has created a secure link between your mobile device and your Internet Banking profile. You can log onto the app using your fingerprint or face on compatible devices, or with three characters from your memorable information.Download our Business Mobile Banking appBefore you can download the app you will need to be registered for Online for Business, register now.If you’re not reading this on your mobile select ""Get the app"" and we'll send an SMS to your mobile with a link to download the app.Get the appFrequently asked questionsWhat is auto log off?expandable sectionIt’s a security measure that prevents you from accidentally leaving your bank accounts open on your mobile device. You'll be logged off automatically after a period of inactivity during your current mobile banking session. You can select how long this is in the app’s Settings.How do I log off the app?expandable sectionThe app will automatically log you off after your device remains inactive for the period of time you selected during setup. To manually log off, select the Settings icon on the top right of the screen, followed by Log off.Are my password and memorable information the same as those I use on my computer?expandable sectionYes, your user ID, password and memorable information are the same on all your devices. If you don’t yet use memorable information, you’ll be asked to set it up the first time you use the app.If you also have personal accounts with Lloyds Bank, your logon details will be the same as for your personal accounts.How far back can I view transactions on my accounts in the app?expandable sectionYou can view up to seven years of transactions for business current and savings account.For other products, this may be different.If I lose my mobile phone, could someone else access my accounts?expandable sectionMentor Black BusinessMentor Black BusinessMentors can help make the difference between success and struggle, especially for Black business owners. In partnership with Mentor Black Business, we have committed to connecting 100 colleagues with Black-owned businesses to provide support across a 6 month period to help the businesses progress.Find a mentorIf you lose your mobile, no-one can log on to your app without your memorable information. But you should always call us immediately so we can de-register your device.Call us on0345 300 0116, Lines are open 8am – 8pm, seven days a week.Not all Telephone Banking services are available 24 hours a day, seven days a week.You can call us using Relay UK if you have a hearing or speech impairment. There's more information on theRelay UK help pages.Sign Video servicesare also available if you’re Deaf and use British Sign Language.Still need help?expandable sectionCall usCall us on0345 300 0116.We’re open 8am – 8pm, seven days a week.Not all Telephone Banking services are available 24 hours a day, seven days a week.Was this helpful?YesNoOur Mobile Banking app is supported by devices running iOS or Android. The app is not compatible with some older versions of the operating systems – check the App Store or Google Play for more details.If your phone has been subjected to unauthorised modifications (e.g. jailbroken or rooted) the app will not be compatible with your device.Android/Google Play is a trademark of Google Inc. Apple, the Apple logo, Touch ID and Face ID are trademarks of Apple Inc, registered in the U.S. and other countries. App Store is a service mark of Apple Inc.It may be unlawful to use some Internet and Mobile Banking services in some countries. Please check before you travel. Services may be affected by phone signal and functionality.We don’t charge you for Mobile Banking but your mobile operator may charge you for certain services such as downloading or using the app, so please check with them. You will need a smartphone running iOS or Android. The app is not compatible with some older versions of the operating systems – check the Apple App Store or Google Play for more details. Business Internet Banking registration required. Services may be affected by phone signal and functionality. Use of Mobile Banking is subject to our Business Internet Banking Terms and Conditions.
2. Memorable InformationThen enter three characters from your memorable information.If you don’t have memorable information set up, you can identify yourself using your card and reader. You’ll then need to set up memorable information within the app.
No
"
account-management.txt,"Account ManagementAccess & permissionsAdd or remove people to my business accountsAccount detailsChange your business addressChange your personal detailsFind your IBAN and BICFind your IBAN and BICClose an accountClose an accountRequest closed account transaction historyUpdate your phone numberRequest an account audit letterRequest a status enquiryUpdate KYC/Your Business InformationComplete a board resolutionGet in touchFind a Lloyds Bank branchMake a complaintMake a complaintSupport through financial difficultyHelping you with bereavementTelephone Banking self-serviceAlternative ways to bankBank at the Post OfficeStatements & balancesView your bank statementsView your bank statementsI don't recognise a transactionChange how often you get your statementsGet text alertsGo paper-freeGet a paper statementGet a paper statement
"
confirmation-of-payee.txt,"Make payments with confidenceConfirmation of Payee helps keep your business and money safe.When you make Faster Payments or CHAPS payments to a person or business for the first time, we check the account details with their bank. This helps:ensure your money gets to the right placeprotect you from fraudThis is calledConfirmation of Payee.The details we check with their bank are:The name on the accountThe account numberThe sort codeAccount type – to confirm if it’s a personal or business accountReference – some accounts require a reference to identify who the account belongs to.  You’ll be asked to provide this if needed.How does it work?When you make a payment for the first time, we’ll check the name that you enter against the actual name on the account. You’ll see one of five messages:Match– the name check has been successful. You can make the payment.Partial match– the name you have entered doesn’t completely match. We’ll tell you the correct name held on that account. If you’re happy with this, you can make the payment, or edit the details.No match– the name you have entered is not the same as the name held on that account. Please contact the person or business you’re paying to check. If you’re happy that the details are correct, you can make the payment but we may not be able to get the money back if it goes to the wrong account.Reference not found–  the reference that you entered has not been found.  Your payment may not go to the right account if you use this reference.  And we may not be able to get your money back.  So please check the reference on the bill or statement and change if needed.  Only continue if you’re sure this reference is right.Some accounts may not be able to be checked and you will be advised if we cannot check the account.How does it affect people who are paying me?It’s important that you give people who are paying you name, as well the sort code and account number. For example, check that you’ve put the correct name on invoices you send to your customers.   If they use a name that doesn’t match, they may have problems when trying to pay you.How do I avoid a ‘No match’ or ‘Partial match’?Use the full name of the person or business when you first make a payment to them. Check their invoice to make sure you’ve got all their account details right.Frequently asked questionsAre name checks also made on payments from my personal account?expandable sectionFind out how we check names forpayments from your personal accounts.Why is it important I get the payee details correct?expandable sectionIt’s important that you don’t send money to the wrong place as we may not be able to get it back. So it’s always worth checking with the person or business you’re sending money to that the account details are correct.Which types of payments are affected?expandable sectionWe'll only check names on Faster Payments, including standing orders, and CHAPS payments.Are payments I’ve made before subject to the name check?expandable sectionIn Online for Business, payments to people or companies already in your recipient list aren’t checked unless the account you are paying requires a reference to identify the account owner. A new check is carried out if the reference is changed.If you use Commercial Banking Online, find out more about Confirmation of Payee by clicking on the Help icon and search for Confirmation of Payee.Who should I contact if I get a ‘no match’?expandable sectionYou should always contact the person or business you’re trying to pay, to check the details that you have are correct. You need the name that’s held on the account to get a successful match.How can I check what my account name is?expandable sectionIt’s the business name shown on your bank statement. You’ll also see it when you log on to Online for Business or Commercial Banking Online.Was this helpful?YesNo
No
"
cbo-account-suspended.txt,"My Commercial Banking Online access has been suspendedIf your access has been suspended, find out how to get reactivated.I am a userIf you’ve tried to log in and seen a message saying your access has been suspended, you’ll need to speak to your administrator.  They can check why this has happened and take actions to reactivate you.I am an administratorIf you’ve tried to log in and seen message saying your access has been suspended, you’ll need to call the Commercial Banking Online Helpdesk on0808 202 1390to get reactivated.How to reactivate a suspended userYou can reactivate a user's account if it has the status 'Suspended'. You'll need your security card and card reader to hand.Log in toCommercial Banking Online.Click 'Administration'. This will take you to the administration homepage. Find the user you want to reactivate. To see more details about the account, click on the user row.Click the arrow next to the user in the 'Actions' column and select 'Reactivate user’.Click 'Reactivate user' to confirm the action.Next we'll do a quick security check. You'll need your security card and card reader. Follow the steps on screen to complete the process.The request will now be ready for approval.  Once approved the user will be able to access Commercial Banking Online straight away.Still need help?Still need help? expandable sectionBy phoneCall us on0808 202 1390.Lines are open 8am to 6pm Monday to Friday.Please have your Telephony PIN with you when you call so we can identity you.Was this helpful?YesNo
No
"
make-a-payment.txt,"Make a paymentPay a person or business in the UK.OnlineI’m registered for Online for BusinessLog ontoOnline for Business.SelectPayments and transfersnext to the account you want to make the payment from.Follow the onscreen steps.I’m registered for Commercial Banking OnlineYou'll find step-by-step help in the Help Centre. To get there, select the question mark at the top of any page inCommercial Banking Online.Frequently asked questionsWhat should I do if my payment been referred for further checks?expandable sectionIf your payment has been referred, call in as advised on the screen. One of our advisers will take you through additional security in order to process the payment.Can I cancel an upcoming payment?expandable sectionYou can stop a payment by cancelling it before it’s due. Log on toOnline for Business. On the ‘Account Overview’ page, select ‘More Actions’ then ‘Manage future dated payments’. From here you can select the payment you want to stop.I’ve paid the wrong person in errorexpandable sectionPlease call the Internet Banking Helpdesk on0345 300 0116to discuss.An adviser will attempt to trace the funds and return them to you, but we can’t guarantee this.Can I see a balance forecast for upcoming payments?expandable sectionYes follow the steps below:Log on toOnline for BusinessOn the ‘Account Overview’ page, select ‘More Actions’Click ‘Account Services’Select ‘Forecasted cleared balance’What are bulk payments?expandable sectionFor more information on bulk payments visit ourbulk payments page.Are there limits to paying a new recipient?expandable sectionFor your security, you can only make one payment to a new recipient within 60 minutes of setting them up. This payment can’t be more than £5,000. After 60 minutes, you can pay them as normal.Can I set up regular payments in the app?expandable sectionYou can’t currently set up or amend standing orders in the app. Please log on to ourOnline for Businesswebsite to do this. To set up a Direct Debit you need to contact the organisation you’re paying.Still need help?expandable sectionTo get you to the right place, we just need to check a few details with youOther ways to get in touchWas this helpful?YesNo
No
"
close-an-account.txt,"Close an accountYou can ask for us to close an account by completing the Account Closure form. You can credit any closing balance to a new or existing bank account.Close an account formTo get you to the right form we just need a bit of information from you.Do you have a named Relationship Manager?NoYesIs your turnover over £25 million?NoYesDo you have outstanding lending facilities serviced by an account you would like to close?NoYesWhat do you mean by outstanding lending facilities?
Based on your answers, here is how you close your account:Complete the form belowYou can return the completed form to us by either:emailing it to –commercialclientservicing@lloydsbanking.com,orposting it to – Lloyds Bank, Commercial Servicing, Edinburgh, BX2 1LBClose an account form (PDF, 164KB)Based on your answers, here is how you close your account:Complete the form belowYou can return the completed form to us by either:emailing it to –commercialclientservicingsme@lloydsbanking.com, orposting it to – Lloyds Bank, Commercial Servicing, Edinburgh, BX2 1LBClose an account form (PDF, 164KB)Based on your answers, here is how you close your account:Call usBefore we can close an account, you must either settle any outstanding lending or set up a loan servicing account. Also, if there any security held, it must be discharged before closing an account.To do this you can contact Business Banking on0345 072 5555.We’re open 7am to 8pm Monday to Friday and 9am to 2pm on Saturdays.Based on your answers, here is how you close your account:Complete the form belowYou can return the completed form to us by either:emailing it to -businessbankingservicing@lloydsbanking.com, orposting it to – Lloyds Bank, Business Banking, BX1 1LTClose an account form (PDF, 166KB)
Frequently asked questions
I can't collect all the signatures. What can I do?expandable sectionYour form needs to be signed in line with your mandate before we can close your account. If you need to update your mandate, visitchange who can access your accounts.Can I send you the form by post?expandable sectionYes, you can download, print and return the form to us by post. You can find the address on Section 5 of the form.Before you send us your form, make you have filled it in correctly and it has been signed line with your mandate.What’s the fastest way to close my account?expandable sectionEmailing your completed form is the fastest way to close your account.You can find the email address to use at the bottom of Section 5 of the form.Why hasn’t my account closed?expandable sectionThere are a few reasons we might not have been able to close your account:The signatures on the form didn’t match what’s on your mandate. If you need to update your mandate, visitchange who can access youraccounts.You still have money in your account and haven’t told us where to send it. You’ll need to move your money to another account before we can close it.Your account is overdrawn. You’ll need to bring your account back in credit before we can close it.There are products, lending or security linked to your account. You’ll need to close, settle or discharge these services before we can close your account. If you have a loan, you can open a separate loan servicing account by contacting your Business Manager or Relationship Team.If you still can’t close your account, contact your Business Manager or Relationship teamWhat are products, lending and security?expandable sectionProducts, lending and security are services offered by the Bank. Some of the most common examples are shown below:Account products– Currency Accounts, Savings or Deposit AccountsLending products– Overdraft, Credit/Charge cards or Loans (including BBLS or any government backed lending)Security– Legal Charge, Guarantees or DebenturesCan I move my Direct Debits or standing orders to my new bank?expandable sectionYou’ll need to speak to your new bank. They should be able to arrange a switch from your current bank account, which will move over any Direct Debits or standing orders you have on your Lloyds Bank account.Will you let me know when my account is closed?expandable sectionYou can use our text or email service to get notified when we’ve received your completed form, and when we’ve closed your account.You can sign up for the text or email service in Section 3 of the Account Closure form.You will get a closing statement by post when the account has been closed, regardless of if you have signed up for the service.How do I request the closure of over 20 accounts for a single legal entity?expandable sectionYou’ll need to contact your Relationship Team or Business Manager. The Account Closures form only lets you close up to 20 accounts for a single legal entity.
Still need help?expandable sectionTo get you to the right place, we just need to check a few details with you.Other ways to get in touch
Was this helpful?YesNo
No
"
minimum-requirements-for-business-mobile-app.txt,"Minimum requirements for Business Mobile Banking appIt’s always best to keep your app up to date for security and to access new features.Here are the minimum operating systems the Business Mobile Banking app is available on.Minimum system requirementsAppleRequires IOS 14.0 or laterAndroid7.00 or laterCan I update my device to a newer operating system version?Can I update my device to a newer operating system version? expandable sectionPossibly: some devices are compatible with a newer version of an operating system, so you might need to update yours to keep using the app.Before you try to update your device, make sure you back it up. Then you’ll be able to recover anything that might be lost during the update.What do I do when I’ve updated my device?What do I do when I’ve updated my device? expandable sectionAfter you’ve updated your device, make sure you’ve got the latest version of our app from the Apple App Store or Google Play.  It’s always best to keep your app up to date for security and to access new features.What happens if I can’t update to the minimum operating system?What happens if I can’t update to the minimum operating system? expandable sectionYou’ll still be able to useInternet Bankingfrom a computer or mobile web browser using your normal log on details.Was this helpful?YesNo
No
"
text-alerts.txt,"Text alertsOur free text alerts deliver account updates direct to your mobile phone, so you can keep track of your finances on the go. You can:Get account balances and transaction information sent to your mobile.Sign up for daily or weekly alerts.Receive alerts free of charge*.Features and benefits of text alertsGet daily updates, from Monday to Friday. Or weekly account updates on a day that you choose. Texts are sent between 7am and 10am.View your balance and up to six of your latest transactions in each text message.Choose which business accounts you receive text alerts for.Nominate another user to receive your texts.Register for text alertsChat in the mobile appIn thebusiness banking app, go toSupportthenMessage us.​Ask the assistant to ‘Register for text alerts’.Download the appBy phoneCall us on0345 072 5555.Or+44 203 073 0006if calling from abroad.We’re open 7am to 8pm Monday to Friday and 9am to 2pm on Saturdays.If you have a hearing or speech impairment, you can use Relay UK. You'll find more information atrelayuk.bt.com.*If you receive text alerts while overseas you’re responsible for ensuring it’s lawful to receive text alerts in the country you are in.  Mobile providers may charge. To avoid this charge, you can pause text alerts at any time.  This means you won't receive alerts while you're away.Was this helpful?YesNo
No
"
